,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
7022,CA02,0140106231,PRATT us,2020-04-25 04:13:28.625000,2020.0,2960626481.0,2020-04-06 00:00:00,2020-04-24 00:00:00,2020-04-14 00:00:00,CA10,37792.58,0-15
7023,U001,0200759878,SA associates,2020-05-10 02:38:00,2020.0,1930802829.0,2020-04-21 00:00:00,2020-05-06 00:00:00,2020-04-21 00:00:00,NAH4,13883.47,0-15
7024,U001,0200769623,WAL-MAR systems,2020-03-29 19:26:33.625000,2020.0,1930576936.0,2020-02-28 00:00:00,2020-03-14 00:00:00,2020-02-28 00:00:00,NAH4,71829.82,16-30
7025,U001,0100043909,ORIO llc,2020-05-02 01:37:22.625000,2020.0,1930672629.0,2020-03-27 00:00:00,2020-04-16 00:00:00,2020-03-27 00:00:00,NAD1,1160.0,16-30
7026,U001,0200726979,BJ'S  corp,2020-03-18 15:30:51.421875,2020.0,1930584096.0,2020-03-01 00:00:00,2020-03-16 00:00:00,2020-03-01 00:00:00,NAA8,134.79,0-15
7027,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7028,U001,0200769623,WAL-MAR ,2020-03-31 13:23:59.437500,2020.0,1930606529.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAH4,5514.9,0-15
7029,U001,0200778870,C us,2020-05-01 16:22:34.015625,2020.0,1930783237.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAA8,3301.42,0-15
7030,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7031,U001,CCCA02,KRAFT  ,2020-04-07 14:40:53.312500,2020.0,1930575381.0,2020-02-27 00:00:00,2020-04-02 00:00:00,2020-02-27 00:00:00,NAG2,13464.22,0-15
7032,U001,200759878,SA systems,2020-04-03 05:14:52.677734375,2020.0,1930669218.0,2020-03-19 00:00:00,2020-04-03 00:00:00,2020-03-19 00:00:00,NAH4,24629.74,0-15
7033,CA02,0140104429,COSTCO llc,2020-03-17 02:01:16.750000,2020.0,2960616773.0,2020-03-03 00:00:00,2020-03-13 00:00:00,2020-03-03 00:00:00,CA10,27716.450999999997,0-15
7034,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7035,U001,0200792293,UNIFIE corporation,2020-04-23 16:48:30.187500,2020.0,1930739680.0,2020-04-05 00:00:00,2020-04-20 00:00:00,2020-04-05 00:00:00,NAA8,99286.28,0-15
7036,U001,0200763814,SYSCO F us,2020-04-22 22:49:49.937500,2020.0,1930753049.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAA8,3400.67,0-15
7037,U001,0200833713,JETRO associates,2020-04-09 10:48:58.656250,2020.0,1930665118.0,2020-03-18 00:00:00,2020-04-07 00:00:00,2020-03-18 00:00:00,NAD1,4327.25,0-15
7038,U001,0200769623,WAL-MAR us,2020-06-11 15:25:41.625000,2020.0,1930853086.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAH4,71834.54,16-30
7039,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7040,U001,0200769623,WAL-MAR corp,2020-04-28 13:41:59.125000,2020.0,1930717742.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAH4,38008.88,0-15
7041,CA02,0140104440,SO us,2020-03-24 08:46:34.156250,2020.0,2960616564.0,2020-03-06 00:00:00,2020-03-19 00:00:00,2020-03-09 00:00:00,CA10,18192.684999999998,0-15
7042,U001,0200881076,ALBERT trust,2020-04-26 14:57:53.730468750,2020.0,1930776696.0,2020-04-11 00:00:00,2020-04-26 00:00:00,2020-04-11 00:00:00,NAA8,15335.47,0-15
7043,U001,0200769072,GREC systems,2020-04-11 21:36:54.562500,2020.0,1930673231.0,2020-03-20 00:00:00,2020-04-04 00:00:00,2020-03-20 00:00:00,NAA8,41142.78,0-15
7044,U001,0200704858,WAKE corporation,2020-04-17 22:38:31.343750,2020.0,1930722736.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAA8,44478.29,0-15
7045,U001,0200739006,AL associates,2020-05-13 07:05:16.820312500,2020.0,1930816069.0,2020-04-28 00:00:00,2020-05-13 00:00:00,2020-04-28 00:00:00,NAA8,19475.95,0-15
7046,U001,CCU013,KRAFT F corporation,2020-04-11 09:02:26,2020.0,1930570987.0,2020-03-01 00:00:00,2020-03-01 00:00:00,2020-03-01 00:00:00,NAX2,52611.54,31-45
7047,U001,0200555117,BURR systems,2020-05-09 21:56:28.187500,2020.0,1930800593.0,2020-04-19 00:00:00,2020-05-04 00:00:00,2020-04-19 00:00:00,NAA8,198.25,0-15
7048,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7049,U001,0200744019,TARG in,2020-05-10 21:44:45,2020.0,1930798525.0,2020-04-18 00:00:00,2020-05-03 00:00:00,2020-04-18 00:00:00,NAA8,10412.04,0-15
7050,U001,0200786288,FAMILY corporation,2020-03-30 08:33:38.562500,2020.0,1930624021.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAC6,15020.07,0-15
7051,U001,0200726979,BJ'S  associates,2020-05-22 06:24:23.812500,2020.0,1930855705.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAA8,285.8,0-15
7052,U001,0200770677,KRAS corporation,2020-05-22 08:51:18.375000,2020.0,1930831818.0,2020-04-29 00:00:00,2020-05-14 00:00:00,2020-04-29 00:00:00,NAA8,2706.24,0-15
7053,U001,CCU013,KRAFT F llc,2020-04-26 19:17:41.250000,2020.0,1930699698.0,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,NAX2,23571.54,31-45
7054,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7055,U001,0200706844,WINC corp,2020-04-09 18:28:33.500000,2020.0,1930583096.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAA8,8049.88,16-30
7056,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7057,U001,0200759878,SA in,2020-03-17 13:50:34.562500,2020.0,1930586916.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAH4,33530.87,0-15
7058,U001,0200759878,SA ,2020-04-30 06:11:16.960937500,2020.0,1930779223.0,2020-04-15 00:00:00,2020-04-30 00:00:00,2020-04-15 00:00:00,NAH4,15027.12,0-15
7059,U001,CCCA02,KRAFT  foundation,2020-04-10 11:44:54.437500,2020.0,1930576986.0,2020-02-28 00:00:00,2020-04-03 00:00:00,2020-02-28 00:00:00,NAG2,20898.0,0-15
7060,U001,0200769623,WAL-MAR corporation,2020-04-25 20:28:04.875000,2020.0,1930711469.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAH4,57363.15,0-15
7061,U001,0200776463,KROGE co,2020-04-19 03:22:23.429687500,2020.0,1930740838.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAA8,98418.92,0-15
7062,U001,200769623,WAL-MAR systems,2020-05-05 12:53:23,2020.0,1930731262.0,2020-04-02 00:00:00,2020-04-17 00:00:00,2020-04-02 00:00:00,NAH4,14622.5,16-30
7063,U001,CCU013,KRAFT F in,2020-04-25 06:22:00.750000,2020.0,1930669541.0,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,NAX2,21222.0,31-45
7064,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7065,U001,0200769623,WAL-MAR systems,2020-05-01 23:21:34.250000,2020.0,1930715820.0,2020-03-30 00:00:00,2020-04-14 00:00:00,2020-03-30 00:00:00,NAH4,31403.63,16-30
7066,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7067,U001,0200769623,WAL-MAR trust,2020-04-08 17:13:27.125000,2020.0,1930620228.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,40423.35,16-30
7068,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7069,U001,0200769623,WAL-MAR ,2020-05-23 23:33:03.250000,2020.0,1930819883.0,2020-04-25 00:00:00,2020-05-10 00:00:00,2020-04-25 00:00:00,NAH4,2489.09,0-15
7070,U001,0200769623,WAL-MAR corp,2020-04-02 08:58:15.250000,2020.0,1930594062.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAH4,35568.6,0-15
7071,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7072,U001,0200418007,AM corp,2020-05-09 23:10:39.578125,2020.0,1930797845.0,2020-04-23 00:00:00,2020-05-08 00:00:00,2020-04-23 00:00:00,NAA8,7694.64,0-15
7073,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7074,U001,0200769623,WAL-MAR systems,2020-04-29 17:22:35.500000,2020.0,1930719950.0,2020-03-30 00:00:00,2020-04-14 00:00:00,2020-03-30 00:00:00,NAH4,37994.99,16-30
7075,U001,0200769623,WAL-MAR in,2020-04-15 14:25:29,2020.0,1930653800.0,2020-03-15 00:00:00,2020-03-30 00:00:00,2020-03-15 00:00:00,NAH4,21659.37,16-30
7076,U001,0200769623,WAL-MAR co,2020-04-30 23:05:14.500000,2020.0,1930714969.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAH4,7496.7,16-30
7077,U001,0200769623,WAL-MAR systems,2020-06-02 23:48:17,2020.0,1930848596.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAH4,471.56,16-30
7078,U001,200705372,FR corp,2020-05-21 18:54:11.093750,2020.0,1930653471.0,2020-03-17 00:00:00,2020-05-21 00:00:00,2020-03-17 00:00:00,NAGD,29893.72,0-15
7079,U001,0200769623,WAL-MAR ,2020-04-21 12:28:13.125000,2020.0,1930719291.0,2020-03-30 00:00:00,2020-04-14 00:00:00,2020-03-30 00:00:00,NAH4,53513.99,0-15
7080,U001,0200772595,SAFEW trust,2020-04-22 12:04:29.218750,2020.0,1930740743.0,2020-04-04 00:00:00,2020-04-19 00:00:00,2020-04-04 00:00:00,NAA8,228.42,0-15
7081,U001,0200726979,BJ'S  ,2020-05-24 20:36:58.671875,2020.0,1930868006.0,2020-05-07 00:00:00,2020-05-22 00:00:00,2020-05-07 00:00:00,NAA8,380.77,0-15
7082,U001,0200769623,WAL-MAR systems,2020-05-23 04:42:10,2020.0,1930792859.0,2020-04-17 00:00:00,2020-05-02 00:00:00,2020-04-17 00:00:00,NAH4,6532.6,16-30
7083,U001,0200799367,MCL in,2020-05-14 05:29:12.148437500,2020.0,1930829459.0,2020-04-28 00:00:00,2020-05-13 00:00:00,2020-04-28 00:00:00,NAA8,63475.54,0-15
7084,U001,0200769623,WAL-MAR foundation,2020-05-10 03:24:45,2020.0,1930768434.0,2020-04-09 00:00:00,2020-04-24 00:00:00,2020-04-09 00:00:00,NAH4,2321.7,16-30
7085,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7086,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7087,U001,0200769623,WAL-MAR foundation,2020-04-25 17:19:10.875000,2020.0,1930684420.0,2020-03-22 00:00:00,2020-04-06 00:00:00,2020-03-22 00:00:00,NAH4,314.03,16-30
7088,U001,0100031704,DELHAIZE corporation,2020-05-21 22:40:33.046875,2020.0,1930857200.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAA8,63591.88,0-15
7089,U001,0200769623,WAL-MAR systems,2020-05-19 04:31:53.875000,2020.0,1930795408.0,2020-04-17 00:00:00,2020-05-02 00:00:00,2020-04-17 00:00:00,NAH4,25345.39,16-30
7090,U001,0200759878,SA corporation,2020-04-07 05:25:08.843750,2020.0,1930666652.0,2020-03-19 00:00:00,2020-04-03 00:00:00,2020-03-19 00:00:00,NAH4,10542.99,0-15
7091,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7092,U001,0200707822,PUBLI us,2020-03-15 17:11:29.031250,2020.0,1930573676.0,2020-02-29 00:00:00,2020-03-15 00:00:00,2020-02-29 00:00:00,NAA8,28019.9,0-15
7093,U001,0200769623,WAL-MAR corp,2020-04-11 11:50:07.875000,2020.0,1930621246.0,2020-03-08 00:00:00,2020-03-23 00:00:00,2020-03-08 00:00:00,NAH4,345.35,16-30
7094,U001,0200769623,WAL-MAR co,2020-06-04 18:08:09,2020.0,1930855083.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAH4,15489.77,16-30
7095,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7096,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7097,U001,0200886415,COSTCO in,2020-03-21 14:25:00.265625,2020.0,1930581962.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAA8,13889.7,0-15
7098,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7099,U001,0200769623,WAL-MAR trust,2020-04-11 17:10:30.625000,2020.0,1930623904.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAH4,42128.71,16-30
7100,U001,0200792293,UNIFIE co,2020-05-25 03:23:55.218750,2020.0,1930861430.0,2020-05-07 00:00:00,2020-05-22 00:00:00,2020-05-07 00:00:00,NAA8,72471.44,0-15
7101,U001,0200592182,DECA corporation,2020-05-14 02:42:15.781250,2020.0,1930837995.0,2020-04-29 00:00:00,2020-05-09 00:00:00,2020-04-16 00:00:00,NAM4,278.64,0-15
7102,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7103,U001,0200744019,TARG us,2020-04-30 04:08:44.906250,2020.0,1930774700.0,2020-04-11 00:00:00,2020-04-26 00:00:00,2020-04-11 00:00:00,NAA8,8507.75,0-15
7104,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7105,U001,0200786288,FAMILY systems,2020-03-27 03:09:41.812500,2020.0,1930606325.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAC6,14365.44,0-15
7106,U001,0200707822,PUBLI systems,2020-04-03 06:00:19.117187500,2020.0,1930667122.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAA8,670.48,0-15
7107,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7108,CA02,0140104429,COSTCO trust,2020-04-14 06:15:51.875000,2020.0,2960623772.0,2020-03-26 00:00:00,2020-04-06 00:00:00,2020-03-27 00:00:00,CA10,655.151,0-15
7109,U001,0200794332,COST systems,2020-04-04 02:38:37.312500,2020.0,1930655850.0,2020-03-17 00:00:00,2020-04-01 00:00:00,2020-03-17 00:00:00,NAAX,3245.15,0-15
7110,U001,0200769623,WAL-MAR corp,2020-04-12 11:58:30.250000,2020.0,1930637610.0,2020-03-12 00:00:00,2020-03-27 00:00:00,2020-03-12 00:00:00,NAH4,15140.01,16-30
7111,CA02,0140104429,COSTCO foundation,2020-04-06 19:55:50.109375,2020.0,2960621797.0,2020-03-23 00:00:00,2020-04-04 00:00:00,2020-03-25 00:00:00,CA10,44514.113,0-15
7112,U001,0200458131,TIMES corp,2020-05-01 14:37:30.437500,2020.0,1930759841.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAA8,1700.64,0-15
7113,CA02,0140106408,WAL-M corporation,2020-05-01 01:39:11.750000,2020.0,2960625827.0,2020-04-01 00:00:00,2020-04-11 00:00:00,2020-04-01 00:00:00,CA10,43509.382,16-30
7114,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7115,U001,0200759878,SA llc,2020-03-22 19:17:02.632812500,2020.0,1930617529.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,13416.04,0-15
7116,U001,0200707822,PUBLI in,2020-04-15 05:08:27.062500,2020.0,1930724783.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAA8,15633.38,0-15
7117,U001,0200769623,WAL-MAR llc,2020-05-24 17:59:08.875000,2020.0,1930799376.0,2020-04-20 00:00:00,2020-05-05 00:00:00,2020-04-20 00:00:00,NAH4,388.29,16-30
7118,CA02,0140106408,WAL-M associates,2020-04-17 20:59:40.875000,2020.0,2960621634.0,2020-03-17 00:00:00,2020-03-27 00:00:00,2020-03-17 00:00:00,CA10,30077.662999999997,16-30
7119,U001,0200124634,BAKEMAR corporation,2020-03-14 19:29:00.250000,2020.0,1930604743.0,2020-03-03 00:00:00,2020-03-13 00:00:00,2020-03-03 00:00:00,NA10,26628.66,0-15
7120,U001,0200706844,WINC associates,2020-04-26 17:14:01.875000,2020.0,1930673045.0,2020-03-19 00:00:00,2020-04-03 00:00:00,2020-03-19 00:00:00,NAA8,53120.9,16-30
7121,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7122,U001,0200769623,WAL-MAR co,2020-04-25 21:58:34.500000,2020.0,1930715247.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAH4,42669.07,0-15
7123,U001,0200769623,WAL-MAR systems,2020-05-15 10:51:57.250000,2020.0,1930774245.0,2020-04-12 00:00:00,2020-04-27 00:00:00,2020-04-12 00:00:00,NAH4,13433.45,16-30
7124,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7125,U001,0200778870,C corp,2020-05-21 15:06:24.625000,2020.0,1930842755.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAA8,32589.84,0-15
7126,U013,0140103293,SUPERV us,2020-05-17 00:19:39.375000,2020.0,1991841346.0,2020-04-02 00:00:00,2020-05-02 00:00:00,2020-04-02 00:00:00,NAVE,19487.87,16-30
7127,U001,0200744019,TARG trust,2020-05-20 16:51:23.515625,2020.0,1930857225.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAA8,50364.46,0-15
7128,U001,0200418007,AM corporation,2020-04-05 22:20:29.953125,2020.0,1930659694.0,2020-03-20 00:00:00,2020-04-04 00:00:00,2020-03-20 00:00:00,NAA8,10685.58,0-15
7129,U001,CCCA02,KRAFT  ,2020-05-07 15:32:58.562500,2020.0,1930689733.0,2020-03-25 00:00:00,2020-04-29 00:00:00,2020-03-25 00:00:00,NAG2,15275.52,0-15
7130,U001,0200466603,SMITH'S llc,2020-04-23 15:47:11.921875,2020.0,1930751058.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAA8,15663.65,0-15
7131,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7132,U001,0200769623,WAL-MAR trust,2020-05-17 16:48:29.875000,2020.0,1930780385.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAH4,1790.25,16-30
7133,U001,0200729942,SA corp,2020-04-22 15:44:55.343750,2020.0,1930753490.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAA8,5048.28,0-15
7134,U001,0200769623,WAL-MAR systems,2020-04-25 04:29:25.625000,2020.0,1930675478.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAH4,34732.77,16-30
7135,U001,0200772595,SAFEW corporation,2020-03-14 11:42:27.765625,2020.0,1930583951.0,2020-02-28 00:00:00,2020-03-14 00:00:00,2020-02-28 00:00:00,NAA8,10636.19,0-15
7136,CA02,0140106372,G T  ,2020-05-21 17:18:15.812500,2020.0,2960632742.0,2020-05-06 00:00:00,2020-05-18 00:00:00,2020-05-08 00:00:00,CA10,31455.109,0-15
7137,U001,200778870,C ,2020-04-16 01:01:51.250000,2020.0,1930685450.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAA8,4817.07,0-15
7138,U013,0140103409,BUTTE co,2020-04-26 20:52:20.625000,2020.0,1991841115.0,2020-03-15 00:00:00,2020-04-14 00:00:00,2020-03-15 00:00:00,NAVE,9083.25,0-15
7139,U001,0200769623,WAL-MAR associates,2020-04-23 17:48:49.937500,2020.0,1930723190.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAH4,3703.19,0-15
7140,U001,0200726979,BJ'S  ,2020-05-17 00:10:49.687500,2020.0,1930838543.0,2020-04-30 00:00:00,2020-05-15 00:00:00,2020-04-30 00:00:00,NAA8,428.71,0-15
7141,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7142,U001,0200769623,WAL-MAR foundation,2020-04-09 02:31:55.500000,2020.0,1930612024.0,2020-03-08 00:00:00,2020-03-23 00:00:00,2020-03-08 00:00:00,NAH4,15220.56,16-30
7143,U001,0100053884,CAR co,2020-05-20 23:35:48.937500,2020.0,1930839520.0,2020-04-29 00:00:00,2020-05-14 00:00:00,2020-04-29 00:00:00,NAA8,1186.92,0-15
7144,U001,0200759878,SA co,2020-04-19 12:16:47.062500,2020.0,1930748593.0,2020-04-04 00:00:00,2020-04-19 00:00:00,2020-04-04 00:00:00,NAH4,11922.35,0-15
7145,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7146,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7147,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7148,U001,0200769623,WAL-MAR co,2020-04-07 22:21:15.750000,2020.0,1930616846.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,19375.59,16-30
7149,U001,0200762301,C&S WH systems,2020-05-06 01:47:18.343750,2020.0,1930798194.0,2020-04-18 00:00:00,2020-05-03 00:00:00,2020-04-18 00:00:00,NAC6,10172.24,0-15
7150,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7151,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7152,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7153,U001,0200744019,TARG corporation,2020-05-15 22:07:10.812500,2020.0,1930817133.0,2020-04-23 00:00:00,2020-05-08 00:00:00,2020-04-23 00:00:00,NAA8,1844.59,0-15
7154,U001,0200780383,MEIJ corp,2020-05-23 03:00:30.375000,2020.0,1930860646.0,2020-05-06 00:00:00,2020-05-21 00:00:00,2020-05-06 00:00:00,NAA8,3750.88,0-15
7155,U001,0200625175,ALD trust,2020-05-30 16:37:38.187500,2020.0,1930856257.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAA8,23200.03,0-15
7156,U001,0200759878,SA foundation,2020-04-13 00:18:45.756347656,2020.0,1930719325.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,21614.94,0-15
7157,U001,0200769623,WAL-MAR llc,2020-04-08 14:15:56.125000,2020.0,1930627762.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAH4,59654.31,0-15
7158,U001,0200769623,WAL-MAR us,2020-05-18 01:44:01.875000,2020.0,1930777756.0,2020-04-12 00:00:00,2020-04-27 00:00:00,2020-04-12 00:00:00,NAH4,67629.97,16-30
7159,U001,0200726979,BJ'S  llc,2020-03-31 23:29:12.187500,2020.0,1930648345.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAA8,17033.43,0-15
7160,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7161,U001,200769623,WAL-MAR in,2020-05-06 15:53:18.875000,2020.0,1930756801.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAH4,47565.25,0-15
7162,U001,0200799367,MCL corporation,2020-04-04 04:52:18.898437500,2020.0,1930648220.0,2020-03-19 00:00:00,2020-04-03 00:00:00,2020-03-19 00:00:00,NAA8,25750.96,0-15
7163,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7164,U001,0200331749,SYSC ,2020-03-30 03:40:12.750000,2020.0,1930642632.0,2020-03-12 00:00:00,2020-03-27 00:00:00,2020-03-12 00:00:00,NAA8,27340.51,0-15
7165,U001,0200974851,RESTA corporation,2020-04-12 13:36:21.687500,2020.0,1930673186.0,2020-03-19 00:00:00,2020-04-08 00:00:00,2020-03-19 00:00:00,NAD1,1302.48,0-15
7166,U001,CCU013,KRAFT F foundation,2020-04-01 14:21:15,2020.0,1930558446.0,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-02-27 00:00:00,NAX2,26226.85,31-45
7167,U001,0200895843,US  corp,2020-05-19 02:22:28.687500,2020.0,1930821730.0,2020-04-23 00:00:00,2020-05-08 00:00:00,2020-04-23 00:00:00,NAA8,10120.38,0-15
7168,U001,0200769623,WAL-MAR corporation,2020-04-23 20:44:20.750000,2020.0,1930683493.0,2020-03-22 00:00:00,2020-04-06 00:00:00,2020-03-22 00:00:00,NAH4,82.03,16-30
7169,U001,0200752302,KROGER co,2020-04-27 10:51:27.687500,2020.0,1930770870.0,2020-04-11 00:00:00,2020-04-26 00:00:00,2020-04-11 00:00:00,NAA8,17783.97,0-15
7170,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7171,U001,0200769623,WAL-MAR ,2020-05-29 09:25:29.625000,2020.0,1930855027.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAH4,1991.84,0-15
7172,U001,0200769623,WAL-MAR co,2020-04-30 08:11:13.125000,2020.0,1930700124.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAH4,5758.73,16-30
7173,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7174,U001,0200769623,WAL-MAR co,2020-04-05 17:50:12.500000,2020.0,1930606189.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,67076.99,0-15
7175,U001,0200519201,KROGE co,2020-06-01 01:14:03.601562500,2020.0,1930703414.0,2020-03-27 00:00:00,2020-05-31 00:00:00,2020-03-27 00:00:00,NAGD,44912.03,0-15
7176,U001,0200769623,WAL-MAR co,2020-04-29 03:36:20.500000,2020.0,1930714833.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,8264.14,16-30
7177,U001,0200769623,WAL-MAR us,2020-04-19 23:59:54.250000,2020.0,1930630419.0,2020-03-11 00:00:00,2020-03-26 00:00:00,2020-03-11 00:00:00,NAH4,295.42,16-30
7178,U001,0200769623,WAL-MAR ,2020-04-22 18:50:18.750000,2020.0,1930714066.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,6842.84,0-15
7179,U001,0200769623,WAL-MAR in,2020-04-22 00:20:38.625000,2020.0,1930687459.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAH4,58354.39,0-15
7180,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7181,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7182,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
7183,U001,0200769623,WAL-MAR llc,2020-04-28 06:57:20.625000,2020.0,1930692863.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAH4,7119.91,16-30
7184,U001,0200769623,WAL-MAR foundation,2020-04-20 13:29:25.500000,2020.0,1930655245.0,2020-03-17 00:00:00,2020-04-01 00:00:00,2020-03-17 00:00:00,NAH4,9333.44,16-30
7185,U001,0200769623,WAL-MAR in,2020-04-24 02:02:53.375000,2020.0,1930692515.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAH4,51165.26,0-15
7186,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
